#REF	ALT	Missing	Total
215	13	0	228
52	172	4	228
184	44	0	228
222	4	2	228
206	22	0	228
194	34	0	228
216	8	4	228
15	213	0	228
207	13	8	228
226	2	0	228
121	95	12	228
191	37	0	228
195	33	0	228
100	118	10	228
59	169	0	228
96	132	0	228
215	3	10	228
158	70	0	228
156	60	12	228
63	165	0	228
35	183	10	228
226	2	0	228
201	23	4	228
218	6	4	228
107	119	2	228
3	225	0	228
187	41	0	228
212	6	10	228
214	4	10	228
96	130	2	228
187	41	0	228
221	3	4	228
190	38	0	228
190	38	0	228
72	148	8	228
8	220	0	228
145	83	0	228
190	34	4	228
194	24	10	228
197	23	8	228
52	176	0	228
59	169	0	228
39	187	2	228
215	13	0	228
219	9	0	228
221	7	0	228
216	4	8	228
222	2	4	228
28	200	0	228
221	7	0	228
177	51	0	228
58	164	6	228
217	5	6	228
70	158	0	228
176	52	0	228
220	6	2	228
215	13	0	228
212	16	0	228
24	204	0	228
210	12	6	228
175	49	4	228
47	177	4	228
6	222	0	228
194	34	0	228
85	143	0	228
183	45	0	228
77	149	2	228
199	25	4	228
200	28	0	228
216	12	0	228
106	122	0	228
187	39	2	228
217	3	8	228
166	58	4	228
218	2	8	228
168	60	0	228
218	2	8	228
220	4	4	228
223	5	0	228
220	2	6	228
165	63	0	228
76	148	4	228
212	8	8	228
6	222	0	228
221	5	2	228
131	91	6	228
170	58	0	228
224	4	0	228
225	3	0	228
216	2	10	228
221	5	2	228
214	14	0	228
213	3	12	228
211	17	0	228
143	75	10	228
147	81	0	228
147	81	0	228
218	2	8	228
220	2	6	228
6	210	12	228
81	147	0	228
161	67	0	228
226	2	0	228
225	3	0	228
221	3	4	228
214	2	12	228
167	61	0	228
216	2	10	228
219	3	6	228
226	2	0	228
226	2	0	228
206	22	0	228
200	28	0	228
199	29	0	228
200	16	12	228
218	10	0	228
224	2	2	228
41	179	8	228
218	2	8	228
6	222	0	228
204	24	0	228
193	33	2	228
206	22	0	228
208	14	6	228
216	2	10	228
23	195	10	228
82	146	0	228
226	2	0	228
41	179	8	228
220	4	4	228
220	4	4	228
224	4	0	228
200	28	0	228
201	15	12	228
14	202	12	228
16	206	6	228
16	208	4	228
196	20	12	228
226	2	0	228
18	210	0	228
225	3	0	228
214	14	0	228
176	50	2	228
147	79	2	228
18	210	0	228
218	2	8	228
222	2	4	228
18	210	0	228
18	210	0	228
18	210	0	228
224	4	0	228
19	209	0	228
221	7	0	228
222	2	4	228
18	210	0	228
149	79	0	228
17	209	2	228
123	105	0	228
149	79	0	228
18	210	0	228
18	210	0	228
216	2	10	228
97	131	0	228
210	10	8	228
226	2	0	228
116	112	0	228
219	5	4	228
123	105	0	228
220	2	6	228
123	105	0	228
222	2	4	228
223	3	2	228
124	104	0	228
214	14	0	228
198	30	0	228
89	135	4	228
123	105	0	228
214	14	0	228
176	52	0	228
223	5	0	228
213	11	4	228
212	4	12	228
220	2	6	228
209	19	0	228
219	3	6	228
208	16	4	228
209	13	6	228
93	133	2	228
95	133	0	228
222	6	0	228
205	15	8	228
222	6	0	228
208	20	0	228
221	5	2	228
216	4	8	228
214	2	12	228
175	53	0	228
224	4	0	228
214	2	12	228
216	2	10	228
11	215	2	228
94	128	6	228
216	10	2	228
219	7	2	228
221	7	0	228
146	82	0	228
206	18	4	228
222	2	4	228
66	162	0	228
215	7	6	228
202	14	12	228
155	73	0	228
177	43	8	228
218	10	0	228
226	2	0	228
2	222	4	228
222	4	2	228
70	148	10	228
35	193	0	228
212	8	8	228
226	2	0	228
38	190	0	228
206	22	0	228
124	100	4	228
77	149	2	228
131	93	4	228
160	68	0	228
193	27	8	228
223	5	0	228
98	130	0	228
219	9	0	228
194	26	8	228
222	2	4	228
186	40	2	228
115	101	12	228
39	189	0	228
216	2	10	228
226	2	0	228
214	4	10	228
226	2	0	228
119	107	2	228
25	203	0	228
206	20	2	228
188	34	6	228
213	3	12	228
218	10	0	228
51	177	0	228
78	150	0	228
215	13	0	228
153	71	4	228
216	12	0	228
66	156	6	228
220	8	0	228
205	11	12	228
225	3	0	228
216	6	6	228
225	3	0	228
91	137	0	228
220	2	6	228
225	3	0	228
223	5	0	228
225	3	0	228
206	20	2	228
51	175	2	228
193	35	0	228
182	36	10	228
199	25	4	228
218	10	0	228
181	47	0	228
141	87	0	228
214	10	4	228
14	210	4	228
197	21	10	228
133	85	10	228
174	54	0	228
97	131	0	228
217	5	6	228
14	214	0	228
193	35	0	228
222	6	0	228
119	109	0	228
187	35	6	228
33	195	0	228
225	3	0	228
3	225	0	228
113	115	0	228
130	88	10	228
219	9	0	228
216	6	6	228
67	153	8	228
136	88	4	228
225	3	0	228
223	5	0	228
226	2	0	228
94	134	0	228
14	214	0	228
206	22	0	228
98	130	0	228
120	108	0	228
212	14	2	228
225	3	0	228
219	9	0	228
219	5	4	228
200	22	6	228
226	2	0	228
222	6	0	228
169	59	0	228
117	111	0	228
90	132	6	228
218	4	6	228
214	2	12	228
216	2	10	228
100	120	8	228
68	160	0	228
128	100	0	228
180	48	0	228
160	64	4	228
221	5	2	228
160	60	8	228
164	64	0	228
219	9	0	228
216	8	4	228
222	6	0	228
211	7	10	228
51	177	0	228
188	40	0	228
221	7	0	228
191	35	2	228
28	200	0	228
136	84	8	228
192	36	0	228
116	110	2	228
199	21	8	228
3	215	10	228
148	80	0	228
188	32	8	228
117	103	8	228
225	3	0	228
221	7	0	228
205	17	6	228
224	2	2	228
215	3	10	228
169	57	2	228
135	91	2	228
218	6	4	228
166	62	0	228
196	30	2	228
220	2	6	228
224	4	0	228
226	2	0	228
224	2	2	228
135	91	2	228
218	10	0	228
218	4	6	228
184	44	0	228
140	88	0	228
209	17	2	228
210	12	6	228
223	5	0	228
217	3	8	228
221	5	2	228
196	30	2	228
160	68	0	228
162	54	12	228
217	3	8	228
159	69	0	228
55	173	0	228
218	2	8	228
220	8	0	228
111	117	0	228
220	6	2	228
220	8	0	228
155	73	0	228
220	8	0	228
224	4	0	228
225	3	0	228
219	9	0	228
28	200	0	228
143	85	0	228
178	50	0	228
107	117	4	228
80	148	0	228
219	5	4	228
209	13	6	228
201	21	6	228
223	3	2	228
215	13	0	228
215	13	0	228
206	16	6	228
89	131	8	228
219	9	0	228
216	4	8	228
81	135	12	228
216	2	10	228
218	10	0	228
12	216	0	228
177	51	0	228
65	163	0	228
224	2	2	228
219	3	6	228
145	83	0	228
25	201	2	228
199	27	2	228
179	49	0	228
224	4	0	228
215	13	0	228
164	64	0	228
226	2	0	228
155	73	0	228
123	93	12	228
224	4	0	228
207	21	0	228
117	99	12	228
16	212	0	228
226	2	0	228
69	159	0	228
223	5	0	228
212	12	4	228
73	153	2	228
176	52	0	228
99	129	0	228
180	48	0	228
210	6	12	228
203	25	0	228
55	169	4	228
155	65	8	228
210	10	8	228
161	67	0	228
49	179	0	228
89	137	2	228
222	6	0	228
222	6	0	228
142	78	8	228
224	2	2	228
224	4	0	228
60	168	0	228
209	19	0	228
226	2	0	228
222	4	2	228
204	16	8	228
226	2	0	228
146	82	0	228
223	3	2	228
129	95	4	228
107	121	0	228
42	186	0	228
198	18	12	228
60	166	2	228
215	3	10	228
223	3	2	228
207	21	0	228
223	3	2	228
130	98	0	228
223	5	0	228
205	15	8	228
224	2	2	228
176	48	4	228
222	6	0	228
74	154	0	228
211	17	0	228
221	7	0	228
226	2	0	228
225	3	0	228
174	54	0	228
222	6	0	228
102	126	0	228
224	4	0	228
180	44	4	228
193	31	4	228
141	87	0	228
212	6	10	228
56	172	0	228
226	2	0	228
219	9	0	228
212	4	12	228
221	3	4	228
210	8	10	228
209	19	0	228
198	30	0	228
176	44	8	228
225	3	0	228
161	55	12	228
209	15	4	228
222	2	4	228
193	35	0	228
226	2	0	228
11	217	0	228
220	2	6	228
167	57	4	228
224	4	0	228
110	112	6	228
94	126	8	228
216	12	0	228
222	4	2	228
216	8	4	228
208	18	2	228
111	111	6	228
203	25	0	228
145	81	2	228
211	5	12	228
120	108	0	228
226	2	0	228
216	2	10	228
225	3	0	228
113	115	0	228
199	27	2	228
71	155	2	228
164	64	0	228
20	200	8	228
3	223	2	228
211	7	10	228
179	37	12	228
85	143	0	228
143	85	0	228
223	5	0	228
183	41	4	228
34	194	0	228
167	61	0	228
209	17	2	228
17	207	4	228
152	68	8	228
217	3	8	228
211	17	0	228
212	16	0	228
220	4	4	228
224	2	2	228
222	6	0	228
212	16	0	228
213	15	0	228
224	4	0	228
222	6	0	228
204	24	0	228
170	58	0	228
224	4	0	228
159	57	12	228
160	62	6	228
220	8	0	228
26	196	6	228
146	82	0	228
218	10	0	228
139	89	0	228
130	98	0	228
176	48	4	228
192	36	0	228
222	6	0	228
217	11	0	228
191	35	2	228
203	25	0	228
224	4	0	228
212	6	10	228
175	51	2	228
216	2	10	228
113	107	8	228
211	17	0	228
125	103	0	228
214	10	4	228
218	2	8	228
10	216	2	228
226	2	0	228
80	148	0	228
196	32	0	228
165	57	6	228
216	4	8	228
226	2	0	228
218	2	8	228
195	31	2	228
172	54	2	228
59	163	6	228
218	10	0	228
129	99	0	228
193	31	4	228
4	224	0	228
180	44	4	228
12	216	0	228
77	151	0	228
203	13	12	228
214	4	10	228
30	198	0	228
213	3	12	228
220	8	0	228
208	20	0	228
218	10	0	228
146	76	6	228
223	3	2	228
205	21	2	228
8	218	2	228
219	9	0	228
47	169	12	228
209	13	6	228
185	31	12	228
191	37	0	228
214	14	0	228
225	3	0	228
83	145	0	228
83	143	2	228
193	29	6	228
221	3	4	228
217	3	8	228
218	10	0	228
226	2	0	228
113	113	2	228
224	2	2	228
141	87	0	228
93	133	2	228
157	65	6	228
216	10	2	228
174	44	10	228
199	29	0	228
12	216	0	228
115	111	2	228
225	3	0	228
211	7	10	228
199	17	12	228
220	2	6	228
6	218	4	228
2	226	0	228
226	2	0	228
211	17	0	228
154	70	4	228
222	6	0	228
156	68	4	228
145	81	2	228
217	11	0	228
51	175	2	228
209	19	0	228
202	26	0	228
51	167	10	228
143	85	0	228
219	9	0	228
209	9	10	228
218	2	8	228
180	48	0	228
74	154	0	228
155	73	0	228
15	209	4	228
184	32	12	228
172	50	6	228
185	31	12	228
51	177	0	228
220	2	6	228
215	11	2	228
216	12	0	228
14	208	6	228
2	224	2	228
218	4	6	228
2	214	12	228
222	6	0	228
30	196	2	228
15	205	8	228
216	4	8	228
219	3	6	228
223	5	0	228
206	18	4	228
222	2	4	228
221	7	0	228
221	7	0	228
2	226	0	228
226	2	0	228
223	5	0	228
225	3	0	228
151	71	6	228
203	13	12	228
213	3	12	228
222	4	2	228
5	223	0	228
151	73	4	228
102	124	2	228
135	81	12	228
191	37	0	228
214	2	12	228
60	168	0	228
214	2	12	228
134	84	10	228
37	191	0	228
120	108	0	228
150	78	0	228
100	126	2	228
120	106	2	228
194	34	0	228
189	37	2	228
192	24	12	228
198	28	2	228
216	12	0	228
177	49	2	228
214	14	0	228
218	4	6	228
177	51	0	228
216	4	8	228
168	60	0	228
118	110	0	228
225	3	0	228
223	3	2	228
224	4	0	228
202	26	0	228
225	3	0	228
51	177	0	228
226	2	0	228
170	58	0	228
223	5	0	228
221	5	2	228
213	3	12	228
90	138	0	228
168	54	6	228
224	2	2	228
146	82	0	228
226	2	0	228
144	84	0	228
210	18	0	228
195	29	4	228
217	11	0	228
206	22	0	228
115	113	0	228
96	130	2	228
211	17	0	228
223	3	2	228
185	39	4	228
127	97	4	228
184	44	0	228
226	2	0	228
214	6	8	228
207	11	10	228
218	10	0	228
79	149	0	228
223	3	2	228
187	39	2	228
118	110	0	228
208	10	10	228
212	12	4	228
107	121	0	228
202	24	2	228
73	149	6	228
144	84	0	228
226	2	0	228
198	22	8	228
53	175	0	228
220	8	0	228
224	2	2	228
84	144	0	228
207	21	0	228
196	32	0	228
183	45	0	228
220	2	6	228
182	46	0	228
222	6	0	228
151	77	0	228
226	2	0	228
226	2	0	228
96	130	2	228
226	2	0	228
81	147	0	228
226	2	0	228
20	208	0	228
149	79	0	228
162	58	8	228
217	11	0	228
118	100	10	228
217	11	0	228
101	127	0	228
223	5	0	228
10	218	0	228
210	10	8	228
13	215	0	228
17	203	8	228
214	14	0	228
140	88	0	228
71	157	0	228
226	2	0	228
49	171	8	228
218	2	8	228
64	164	0	228
208	20	0	228
226	2	0	228
226	2	0	228
224	2	2	228
83	145	0	228
226	2	0	228
74	154	0	228
8	220	0	228
201	27	0	228
224	2	2	228
64	164	0	228
222	6	0	228
201	27	0	228
164	60	4	228
169	59	0	228
169	59	0	228
89	139	0	228
190	36	2	228
187	41	0	228
207	21	0	228
200	22	6	228
163	55	10	228
79	145	4	228
213	15	0	228
44	182	2	228
191	29	8	228
205	23	0	228
169	59	0	228
201	27	0	228
195	33	0	228
226	2	0	228
223	5	0	228
211	17	0	228
72	156	0	228
171	45	12	228
194	24	10	228
221	5	2	228
224	4	0	228
225	3	0	228
217	11	0	228
222	6	0	228
30	196	2	228
180	46	2	228
14	214	0	228
176	46	6	228
219	9	0	228
183	43	2	228
191	35	2	228
192	34	2	228
128	94	6	228
52	174	2	228
226	2	0	228
126	92	10	228
63	165	0	228
205	15	8	228
150	76	2	228
214	4	10	228
145	81	2	228
225	3	0	228
222	6	0	228
83	143	2	228
223	5	0	228
209	17	2	228
196	32	0	228
13	213	2	228
226	2	0	228
165	55	8	228
226	2	0	228
135	89	4	228
120	108	0	228
203	25	0	228
224	2	2	228
24	204	0	228
222	6	0	228
220	8	0	228
220	8	0	228
225	3	0	228
36	192	0	228
206	20	2	228
213	15	0	228
206	20	2	228
88	130	10	228
220	4	4	228
167	49	12	228
203	25	0	228
225	3	0	228
135	89	4	228
176	52	0	228
225	3	0	228
143	85	0	228
218	4	6	228
95	133	0	228
224	2	2	228
119	109	0	228
138	80	10	228
173	51	4	228
225	3	0	228
215	3	10	228
207	21	0	228
210	18	0	228
138	86	4	228
101	127	0	228
222	6	0	228
211	15	2	228
46	174	8	228
47	177	4	228
209	7	12	228
134	88	6	228
177	51	0	228
214	2	12	228
222	4	2	228
224	2	2	228
85	143	0	228
199	29	0	228
122	106	0	228
163	59	6	228
179	49	0	228
63	165	0	228
107	121	0	228
110	108	10	228
211	17	0	228
219	7	2	228
222	6	0	228
211	17	0	228
216	12	0	228
70	158	0	228
220	8	0	228
214	6	8	228
219	9	0	228
214	2	12	228
225	3	0	228
224	2	2	228
215	3	10	228
24	196	8	228
218	2	8	228
168	60	0	228
29	199	0	228
29	191	8	228
82	146	0	228
127	101	0	228
220	8	0	228
218	8	2	228
223	5	0	228
213	15	0	228
222	4	2	228
224	2	2	228
224	4	0	228
202	24	2	228
60	166	2	228
206	12	10	228
176	50	2	228
128	88	12	228
224	2	2	228
222	2	4	228
213	3	12	228
219	5	4	228
225	3	0	228
128	100	0	228
222	6	0	228
215	3	10	228
195	33	0	228
211	17	0	228
185	43	0	228
217	3	8	228
26	202	0	228
224	2	2	228
180	48	0	228
204	24	0	228
225	3	0	228
218	4	6	228
173	47	8	228
45	183	0	228
220	8	0	228
5	223	0	228
220	8	0	228
225	3	0	228
176	48	4	228
222	2	4	228
44	184	0	228
6	222	0	228
214	2	12	228
41	187	0	228
215	13	0	228
94	134	0	228
194	30	4	228
96	132	0	228
152	76	0	228
223	5	0	228
213	15	0	228
187	41	0	228
208	18	2	228
9	219	0	228
79	143	6	228
83	145	0	228
210	18	0	228
213	11	4	228
220	8	0	228
220	6	2	228
214	4	10	228
218	8	2	228
197	31	0	228
226	2	0	228
226	2	0	228
44	182	2	228
218	10	0	228
196	26	6	228
198	28	2	228
78	150	0	228
226	2	0	228
215	3	10	228
95	129	4	228
97	131	0	228
150	68	10	228
226	2	0	228
127	89	12	228
35	185	8	228
97	127	4	228
176	52	0	228
199	29	0	228
226	2	0	228
216	2	10	228
226	2	0	228
226	2	0	228
195	21	12	228
226	2	0	228
23	205	0	228
179	47	2	228
187	37	4	228
226	2	0	228
3	225	0	228
75	145	8	228
215	5	8	228
195	21	12	228
18	210	0	228
99	129	0	228
225	3	0	228
35	183	10	228
66	162	0	228
214	2	12	228
65	163	0	228
210	18	0	228
66	162	0	228
215	13	0	228
94	134	0	228
205	23	0	228
223	5	0	228
226	2	0	228
23	203	2	228
189	39	0	228
220	6	2	228
210	6	12	228
224	4	0	228
11	217	0	228
217	3	8	228
215	13	0	228
11	211	6	228
213	7	8	228
222	4	2	228
216	12	0	228
186	42	0	228
220	2	6	228
220	2	6	228
219	9	0	228
193	25	10	228
226	2	0	228
199	27	2	228
224	4	0	228
202	20	6	228
217	11	0	228
27	189	12	228
205	15	8	228
216	2	10	228
212	8	8	228
224	4	0	228
220	8	0	228
217	9	2	228
189	39	0	228
219	9	0	228
226	2	0	228
219	9	0	228
10	216	2	228
122	106	0	228
115	113	0	228
87	141	0	228
215	13	0	228
79	145	4	228
226	2	0	228
148	80	0	228
225	3	0	228
147	81	0	228
207	13	8	228
214	2	12	228
146	82	0	228
142	80	6	228
177	51	0	228
207	11	10	228
226	2	0	228
179	47	2	228
39	185	4	228
226	2	0	228
217	11	0	228
218	6	4	228
81	147	0	228
220	8	0	228
123	95	10	228
223	5	0	228
226	2	0	228
215	7	6	228
219	5	4	228
223	5	0	228
222	2	4	228
222	4	2	228
175	53	0	228
224	4	0	228
178	50	0	228
226	2	0	228
214	14	0	228
197	21	10	228
214	14	0	228
219	9	0	228
204	24	0	228
212	4	12	228
202	22	4	228
146	82	0	228
212	14	2	228
204	14	10	228
212	16	0	228
216	2	10	228
219	9	0	228
39	189	0	228
30	198	0	228
226	2	0	228
105	119	4	228
107	121	0	228
204	24	0	228
199	29	0	228
199	29	0	228
215	7	6	228
142	78	8	228
209	19	0	228
164	58	6	228
221	7	0	228
126	102	0	228
221	7	0	228
123	105	0	228
78	148	2	228
214	2	12	228
212	14	2	228
222	4	2	228
214	2	12	228
201	25	2	228
206	16	6	228
224	4	0	228
222	2	4	228
193	35	0	228
221	3	4	228
220	4	4	228
163	63	2	228
114	114	0	228
166	62	0	228
222	6	0	228
148	78	2	228
204	22	2	228
186	34	8	228
39	189	0	228
219	9	0	228
26	202	0	228
202	18	8	228
214	4	10	228
169	59	0	228
206	10	12	228
222	6	0	228
222	2	4	228
216	12	0	228
108	120	0	228
181	37	10	228
189	39	0	228
55	173	0	228
85	131	12	228
222	6	0	228
83	135	10	228
195	21	12	228
226	2	0	228
201	27	0	228
201	17	10	228
220	2	6	228
218	10	0	228
206	20	2	228
215	3	10	228
221	3	4	228
202	26	0	228
222	4	2	228
9	219	0	228
144	84	0	228
216	2	10	228
41	185	2	228
222	6	0	228
142	86	0	228
219	3	6	228
215	13	0	228
216	12	0	228
83	143	2	228
22	206	0	228
20	204	4	228
8	210	10	228
211	13	4	228
209	19	0	228
221	5	2	228
210	18	0	228
223	5	0	228
206	10	12	228
226	2	0	228
210	6	12	228
125	101	2	228
224	4	0	228
202	26	0	228
226	2	0	228
223	3	2	228
152	76	0	228
226	2	0	228
200	24	4	228
217	7	4	228
223	5	0	228
105	123	0	228
203	13	12	228
63	157	8	228
223	5	0	228
199	27	2	228
209	19	0	228
209	19	0	228
185	31	12	228
198	30	0	228
187	41	0	228
214	4	10	228
201	15	12	228
215	7	6	228
216	12	0	228
218	10	0	228
168	60	0	228
226	2	0	228
14	214	0	228
216	2	10	228
5	223	0	228
223	3	2	228
153	73	2	228
150	76	2	228
212	6	10	228
89	135	4	228
223	3	2	228
221	3	4	228
142	84	2	228
217	11	0	228
154	72	2	228
154	74	0	228
71	157	0	228
220	8	0	228
220	2	6	228
223	5	0	228
180	46	2	228
168	60	0	228
195	33	0	228
129	99	0	228
173	55	0	228
193	33	2	228
49	173	6	228
102	122	4	228
222	6	0	228
206	10	12	228
214	2	12	228
216	2	10	228
210	16	2	228
24	204	0	228
125	91	12	228
131	97	0	228
223	3	2	228
79	149	0	228
206	22	0	228
188	40	0	228
88	138	2	228
223	5	0	228
226	2	0	228
218	10	0	228
200	26	2	228
222	6	0	228
223	3	2	228
188	40	0	228
190	38	0	228
222	6	0	228
224	4	0	228
216	10	2	228
223	5	0	228
220	8	0	228
48	180	0	228
215	13	0	228
104	122	2	228
219	9	0	228
149	79	0	228
202	26	0	228
208	20	0	228
208	20	0	228
224	2	2	228
219	9	0	228
93	135	0	228
221	5	2	228
5	219	4	228
5	223	0	228
154	72	2	228
195	33	0	228
225	3	0	228
106	122	0	228
105	123	0	228
14	214	0	228
180	46	2	228
192	36	0	228
210	6	12	228
164	64	0	228
72	156	0	228
205	23	0	228
163	65	0	228
69	159	0	228
152	76	0	228
202	26	0	228
224	2	2	228
223	5	0	228
181	37	10	228
216	6	6	228
24	202	2	228
225	3	0	228
179	37	12	228
36	192	0	228
91	137	0	228
4	218	6	228
2	226	0	228
210	18	0	228
204	18	6	228
200	20	8	228
29	195	4	228
220	4	4	228
135	93	0	228
212	14	2	228
141	87	0	228
220	2	6	228
163	61	4	228
223	5	0	228
224	2	2	228
225	3	0	228
13	215	0	228
190	38	0	228
219	9	0	228
76	152	0	228
91	137	0	228
206	20	2	228
226	2	0	228
72	156	0	228
82	146	0	228
155	71	2	228
16	204	8	228
10	218	0	228
226	2	0	228
220	6	2	228
224	4	0	228
198	28	2	228
91	137	0	228
190	38	0	228
212	14	2	228
223	5	0	228
222	6	0	228
13	215	0	228
209	15	4	228
150	78	0	228
219	5	4	228
213	15	0	228
12	216	0	228
208	20	0	228
202	26	0	228
29	191	8	228
48	180	0	228
30	198	0	228
49	169	10	228
23	203	2	228
226	2	0	228
216	12	0	228
199	23	6	228
210	18	0	228
211	15	2	228
166	62	0	228
225	3	0	228
211	9	8	228
225	3	0	228
213	3	12	228
219	7	2	228
224	4	0	228
173	43	12	228
172	46	10	228
208	16	4	228
192	36	0	228
214	2	12	228
177	51	0	228
149	79	0	228
210	12	6	228
80	148	0	228
26	198	4	228
224	4	0	228
191	35	2	228
170	58	0	228
60	166	2	228
58	160	10	228
179	49	0	228
160	68	0	228
162	66	0	228
200	28	0	228
226	2	0	228
196	32	0	228
222	4	2	228
190	26	12	228
152	76	0	228
225	3	0	228
179	47	2	228
181	47	0	228
187	29	12	228
212	16	0	228
224	4	0	228
221	7	0	228
184	42	2	228
83	145	0	228
226	2	0	228
180	48	0	228
218	2	8	228
215	13	0	228
161	67	0	228
208	20	0	228
222	6	0	228
203	15	10	228
118	108	2	228
225	3	0	228
223	5	0	228
224	4	0	228
225	3	0	228
214	14	0	228
220	8	0	228
213	3	12	228
172	56	0	228
216	2	10	228
183	35	10	228
218	4	6	228
208	20	0	228
203	25	0	228
169	49	10	228
22	204	2	228
226	2	0	228
104	124	0	228
215	3	10	228
190	28	10	228
213	13	2	228
126	102	0	228
220	8	0	228
148	72	8	228
169	57	2	228
140	76	12	228
225	3	0	228
221	5	2	228
186	42	0	228
224	2	2	228
81	147	0	228
190	36	2	228
220	8	0	228
222	2	4	228
151	67	10	228
160	68	0	228
216	2	10	228
21	201	6	228
166	62	0	228
223	5	0	228
218	8	2	228
49	173	6	228
186	32	10	228
184	40	4	228
225	3	0	228
189	39	0	228
129	99	0	228
73	147	8	228
174	54	0	228
61	167	0	228
189	37	2	228
175	51	2	228
196	32	0	228
152	76	0	228
188	40	0	228
191	33	4	228
219	3	6	228
200	28	0	228
42	182	4	228
224	4	0	228
184	40	4	228
195	33	0	228
201	27	0	228
134	94	0	228
134	94	0	228
137	91	0	228
223	5	0	228
217	11	0	228
204	16	8	228
220	4	4	228
145	79	4	228
18	210	0	228
126	102	0	228
2	226	0	228
153	75	0	228
137	89	2	228
154	72	2	228
210	8	10	228
177	51	0	228
107	111	10	228
214	10	4	228
221	7	0	228
4	224	0	228
205	13	10	228
203	19	6	228
224	2	2	228
165	55	8	228
214	14	0	228
219	9	0	228
6	222	0	228
6	222	0	228
11	205	12	228
185	43	0	228
202	20	6	228
226	2	0	228
213	15	0	228
220	2	6	228
220	8	0	228
29	197	2	228
212	8	8	228
215	11	2	228
45	173	10	228
226	2	0	228
117	111	0	228
225	3	0	228
220	8	0	228
67	159	2	228
109	119	0	228
211	9	8	228
85	139	4	228
214	14	0	228
153	69	6	228
171	49	8	228
125	97	6	228
224	4	0	228
226	2	0	228
103	123	2	228
96	132	0	228
221	5	2	228
162	66	0	228
152	76	0	228
153	73	2	228
106	122	0	228
80	138	10	228
215	3	10	228
171	57	0	228
164	60	4	228
186	42	0	228
217	11	0	228
222	2	4	228
208	20	0	228
216	12	0	228
199	21	8	228
156	68	4	228
172	52	4	228
169	59	0	228
217	11	0	228
67	161	0	228
219	7	2	228
213	15	0	228
147	79	2	228
218	2	8	228
203	13	12	228
217	5	6	228
128	100	0	228
211	5	12	228
54	174	0	228
212	14	2	228
219	9	0	228
218	8	2	228
212	6	10	228
217	11	0	228
199	29	0	228
203	25	0	228
221	7	0	228
204	22	2	228
7	213	8	228
212	8	8	228
64	164	0	228
206	20	2	228
213	15	0	228
215	13	0	228
226	2	0	228
226	2	0	228
221	7	0	228
99	129	0	228
104	124	0	228
197	29	2	228
163	61	4	228
3	225	0	228
2	226	0	228
86	142	0	228
143	85	0	228
226	2	0	228
223	3	2	228
159	69	0	228
206	10	12	228
216	2	10	228
224	4	0	228
226	2	0	228
225	3	0	228
201	27	0	228
225	3	0	228
89	135	4	228
225	3	0	228
221	7	0	228
32	192	4	228
131	97	0	228
4	212	12	228
176	46	6	228
221	3	4	228
148	76	4	228
191	37	0	228
215	11	2	228
212	10	6	228
216	4	8	228
203	17	8	228
222	6	0	228
212	16	0	228
226	2	0	228
206	22	0	228
217	11	0	228
222	6	0	228
226	2	0	228
216	12	0	228
218	2	8	228
164	64	0	228
209	19	0	228
149	79	0	228
224	4	0	228
106	120	2	228
212	4	12	228
45	183	0	228
133	95	0	228
171	57	0	228
155	73	0	228
38	190	0	228
136	90	2	228
189	39	0	228
209	15	4	228
152	74	2	228
226	2	0	228
222	6	0	228
209	7	12	228
127	101	0	228
216	6	6	228
214	12	2	228
198	18	12	228
216	2	10	228
223	5	0	228
219	9	0	228
6	222	0	228
21	207	0	228
224	2	2	228
96	132	0	228
176	46	6	228
90	138	0	228
145	83	0	228
140	80	8	228
27	201	0	228
226	2	0	228
219	9	0	228
212	6	10	228
16	208	4	228
216	2	10	228
201	27	0	228
187	31	10	228
192	36	0	228
31	197	0	228
217	7	4	228
195	33	0	228
6	214	8	228
37	181	10	228
194	34	0	228
60	168	0	228
89	139	0	228
204	24	0	228
66	160	2	228
200	28	0	228
48	178	2	228
107	121	0	228
192	36	0	228
124	98	6	228
222	4	2	228
180	48	0	228
198	30	0	228
210	18	0	228
225	3	0	228
221	7	0	228
217	5	6	228
221	7	0	228
225	3	0	228
215	5	8	228
202	24	2	228
26	202	0	228
225	3	0	228
222	6	0	228
188	40	0	228
225	3	0	228
226	2	0	228
92	126	10	228
90	126	12	228
113	115	0	228
179	39	10	228
91	137	0	228
85	137	6	228
91	137	0	228
71	145	12	228
220	4	4	228
165	53	10	228
172	44	12	228
216	2	10	228
223	3	2	228
179	49	0	228
224	4	0	228
220	2	6	228
215	9	4	228
220	2	6	228
221	3	4	228
206	18	4	228
219	9	0	228
226	2	0	228
160	66	2	228
67	161	0	228
161	67	0	228
226	2	0	228
216	12	0	228
223	3	2	228
219	3	6	228
39	189	0	228
209	19	0	228
215	13	0	228
214	14	0	228
155	67	6	228
34	194	0	228
123	99	6	228
192	36	0	228
225	3	0	228
13	215	0	228
226	2	0	228
210	6	12	228
137	87	4	228
191	25	12	228
226	2	0	228
222	2	4	228
220	2	6	228
157	59	12	228
162	66	0	228
175	53	0	228
3	225	0	228
206	18	4	228
143	85	0	228
219	9	0	228
74	152	2	228
201	27	0	228
160	62	6	228
110	114	4	228
197	29	2	228
15	203	10	228
6	220	2	228
226	2	0	228
65	157	6	228
110	108	10	228
214	14	0	228
154	70	4	228
